occupancy_date,occupied_beds,occupied_rooms,location_city,sector,program_model,service_user_count,occupancy_rate_rooms,capacity_actual_room,overnight_service_type
2022-01-03,NA,36,Toronto,Youth,Emergency,36,97.3,37,Motel/Hotel Shelter
2022-01-03,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-01-03,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-01-03,34,NA,Toronto,Women,Transitional,34,NA,NA,Shelter
2022-01-03,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-03,44,NA,Toronto,Women,Emergency,44,NA,NA,24-Hour Women's Drop-in
2022-01-03,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-01-03,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-01-03,NA,262,North York,Mixed Adult,Emergency,271,100,262,Motel/Hotel Shelter
2022-01-03,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-01-03,2,NA,Toronto,Youth,Emergency,2,NA,NA,Shelter
2022-01-03,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-01-03,25,NA,Toronto,Men,Transitional,25,NA,NA,Shelter
2022-01-03,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-01-03,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-01-03,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-01-03,50,NA,Toronto,Women,Emergency,50,NA,NA,Shelter
2022-01-03,NA,90,Toronto,Mixed Adult,Emergency,98,100,90,Motel/Hotel Shelter
2022-01-03,53,NA,Toronto,Mixed Adult,Emergency,53,NA,NA,Shelter
2022-01-03,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-01-03,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-01-03,50,NA,Scarborough,Mixed Adult,Emergency,50,NA,NA,Shelter
2022-01-03,NA,226,Toronto,Mixed Adult,Emergency,256,100,226,Motel/Hotel Shelter
2022-01-03,NA,247,Scarborough,Mixed Adult,Emergency,284,100,247,Motel/Hotel Shelter
2022-01-03,26,NA,North York,Mixed Adult,Emergency,26,NA,NA,Warming Centre
2022-01-03,28,NA,Toronto,Mixed Adult,Emergency,28,NA,NA,Warming Centre
2022-01-03,173,NA,Toronto,Mixed Adult,Emergency,173,NA,NA,24-Hour Respite Site
2022-01-03,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,Shelter
2022-01-03,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-01-03,90,NA,North York,Men,Emergency,90,NA,NA,Shelter
2022-01-03,34,NA,North York,Women,Emergency,34,NA,NA,Shelter
2022-01-03,1,NA,Toronto,Mixed Adult,Emergency,1,NA,NA,Shelter
2022-01-03,63,NA,Toronto,Mixed Adult,Transitional,63,NA,NA,Shelter
2022-01-03,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-01-03,NA,28,Scarborough,Youth,Emergency,28,96.55,29,Motel/Hotel Shelter
2022-01-03,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-01-03,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-01-03,35,NA,Toronto,Men,Emergency,35,NA,NA,Shelter
2022-01-03,13,NA,Toronto,Men,Transitional,13,NA,NA,Shelter
2022-01-03,7,NA,Toronto,Youth,Emergency,7,NA,NA,Shelter
2022-01-03,NA,9,Toronto,Youth,Emergency,9,64.29,14,Motel/Hotel Shelter
2022-01-03,18,NA,Toronto,Women,Emergency,18,NA,NA,24-Hour Women's Drop-in
2022-01-03,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-01-03,18,NA,Toronto,Women,Emergency,18,NA,NA,Shelter
2022-01-03,22,NA,Toronto,Women,Emergency,22,NA,NA,Shelter
2022-01-03,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-03,12,NA,Toronto,Mixed Adult,Emergency,12,NA,NA,24-Hour Respite Site
2022-01-03,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-01-03,NA,30,Toronto,Men,Emergency,30,100,30,Motel/Hotel Shelter
2022-01-03,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-01-03,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-01-03,NA,62,Toronto,Families,Transitional,219,98.41,63,Shelter
2022-01-03,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-01-03,NA,22,Toronto,Families,Transitional,63,95.65,23,Shelter
2022-01-03,48,NA,Toronto,Women,Emergency,48,NA,NA,Shelter
2022-01-03,NA,71,North York,Women,Emergency,71,97.26,73,Motel/Hotel Shelter
2022-01-03,52,NA,Toronto,Men,Emergency,52,NA,NA,Shelter
2022-01-03,NA,128,Scarborough,Men,Emergency,128,100,128,Motel/Hotel Shelter
2022-01-03,220,NA,Toronto,Men,Emergency,220,NA,NA,Shelter
2022-01-03,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-01-03,NA,74,North York,Men,Emergency,74,100,74,Motel/Hotel Shelter
2022-01-03,35,NA,Toronto,Men,Emergency,35,NA,NA,Shelter
2022-01-03,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-01-03,40,NA,,Men,Emergency,40,NA,NA,Shelter
2022-01-03,NA,3,Toronto,Families,Emergency,10,100,3,Shelter
2022-01-03,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-01-03,13,NA,Toronto,Youth,Emergency,13,NA,NA,Shelter
2022-01-03,25,NA,Toronto,Mixed Adult,Emergency,25,NA,NA,24-Hour Respite Site
2022-01-03,3,NA,,Women,Emergency,3,NA,NA,Shelter
2022-01-03,NA,22,Toronto,Families,Emergency,74,95.65,23,Shelter
2022-01-03,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-01-03,NA,27,Toronto,Youth,Emergency,27,96.43,28,Motel/Hotel Shelter
2022-01-03,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-01-03,24,NA,Toronto,Women,Emergency,24,NA,NA,Shelter
2022-01-03,21,NA,Toronto,Youth,Emergency,21,NA,NA,Shelter
2022-01-03,18,NA,Toronto,Women,Emergency,18,NA,NA,Shelter
2022-01-03,7,NA,Toronto,Youth,Emergency,7,NA,NA,Shelter
2022-01-03,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-01-03,13,NA,Etobicoke,Youth,Transitional,13,NA,NA,Shelter
2022-01-03,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-01-03,29,NA,Scarborough,Youth,Transitional,29,NA,NA,Shelter
2022-01-04,NA,48,North York,Men,Emergency,49,100,48,Motel/Hotel Shelter
2022-01-04,NA,9,North York,Mixed Adult,Emergency,18,90,10,Motel/Hotel Shelter
2022-01-04,NA,16,North York,Women,Emergency,16,94.12,17,Motel/Hotel Shelter
2022-01-04,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-01-04,NA,104,North York,Families,Emergency,288,99.05,105,Motel/Hotel Shelter
2022-01-04,NA,106,North York,Families,Emergency,336,100,106,Motel/Hotel Shelter
2022-01-04,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-01-04,NA,143,Etobicoke,Mixed Adult,Emergency,147,100,143,Motel/Hotel Shelter
2022-01-04,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-01-04,32,NA,Toronto,Men,Emergency,32,NA,NA,Shelter
2022-01-04,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-01-04,NA,21,Toronto,Families,Emergency,57,100,21,Shelter
2022-01-04,NA,63,Toronto,Families,Emergency,214,100,63,Shelter
2022-01-04,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-01-04,NA,75,North York,Mixed Adult,Emergency,75,100,75,Motel/Hotel Shelter
2022-01-04,10,NA,Toronto,Men,Transitional,10,NA,NA,Shelter
2022-01-04,NA,66,Toronto,Mixed Adult,Emergency,123,100,66,Motel/Hotel Shelter
2022-01-04,NA,100,Scarborough,Women,Emergency,100,100,100,Motel/Hotel Shelter
2022-01-04,NA,42,Toronto,Families,Emergency,153,100,42,Shelter
2022-01-04,2,NA,Toronto,Families,Emergency,2,NA,NA,Shelter
2022-01-04,NA,39,Toronto,Families,Emergency,111,100,39,Motel/Hotel Shelter
2022-01-04,NA,5,Toronto,Families,Emergency,5,100,5,Motel/Hotel Shelter
2022-01-04,NA,20,Toronto,Families,Emergency,45,100,20,Motel/Hotel Shelter
2022-01-04,33,NA,Toronto,Men,Transitional,33,NA,NA,Shelter
2022-01-04,NA,59,Vaughan,Mixed Adult,Emergency,63,88.06,67,Motel/Hotel Shelter
2022-01-04,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-01-04,NA,33,Toronto,Families,Emergency,87,100,33,Shelter
2022-01-04,NA,60,,Mixed Adult,Emergency,67,84.51,71,Motel/Hotel Shelter
2022-01-04,NA,10,,Mixed Adult,Emergency,10,37.04,27,Isolation/Recovery Site
2022-01-04,NA,47,,Mixed Adult,Emergency,53,87.04,54,Isolation/Recovery Site
2022-01-04,NA,22,Scarborough,Mixed Adult,Emergency,43,100,22,Motel/Hotel Shelter
2022-01-04,76,NA,Toronto,Mixed Adult,Transitional,76,NA,NA,Shelter
2022-01-04,45,NA,Toronto,Men,Emergency,45,NA,NA,Shelter
2022-01-04,43,NA,Toronto,Men,Emergency,43,NA,NA,Shelter
2022-01-04,70,NA,Toronto,Men,Emergency,70,NA,NA,Shelter
2022-01-04,54,NA,Toronto,Men,Emergency,54,NA,NA,Shelter
2022-01-04,17,NA,Toronto,Men,Transitional,17,NA,NA,Shelter
2022-01-04,8,NA,Toronto,Men,Emergency,8,NA,NA,Shelter
2022-01-04,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-01-04,10,NA,Toronto,Mixed Adult,Emergency,10,NA,NA,Warming Centre
2022-01-04,13,NA,Toronto,Mixed Adult,Transitional,13,NA,NA,Shelter
2022-01-04,NA,59,Toronto,Mixed Adult,Emergency,65,90.77,65,Motel/Hotel Shelter
2022-01-04,4,NA,Toronto,Women,Emergency,4,NA,NA,Shelter
2022-01-04,73,NA,Toronto,Women,Emergency,73,NA,NA,Shelter
2022-01-04,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-01-04,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-01-04,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-01-04,31,NA,Toronto,Youth,Emergency,31,NA,NA,Shelter
2022-01-04,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-01-04,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-01-04,48,NA,Scarborough,Mixed Adult,Emergency,48,NA,NA,24-Hour Respite Site
2022-01-04,NA,224,Toronto,Mixed Adult,Emergency,241,96.97,231,Motel/Hotel Shelter
2022-01-04,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-01-04,NA,89,Toronto,Mixed Adult,Emergency,89,98.89,90,Motel/Hotel Shelter
2022-01-04,NA,49,Toronto,Mixed Adult,Emergency,51,100,49,Motel/Hotel Shelter
2022-01-04,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-01-04,40,NA,Toronto,Youth,Transitional,40,NA,NA,Shelter
2022-01-04,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-01-04,NA,39,Toronto,Youth,Emergency,39,97.5,40,Motel/Hotel Shelter
2022-01-04,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-01-04,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-01-04,34,NA,Toronto,Women,Transitional,34,NA,NA,Shelter
2022-01-04,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-04,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-01-04,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-01-04,53,NA,Toronto,Mixed Adult,Emergency,53,NA,NA,Shelter
2022-01-04,NA,263,North York,Mixed Adult,Emergency,272,100,263,Motel/Hotel Shelter
2022-01-04,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-01-04,2,NA,Toronto,Youth,Emergency,2,NA,NA,Shelter
2022-01-04,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-01-04,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-01-04,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-01-04,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-01-04,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-01-04,50,NA,Toronto,Women,Emergency,50,NA,NA,Shelter
2022-01-04,NA,90,Toronto,Mixed Adult,Emergency,99,100,90,Motel/Hotel Shelter
2022-01-04,55,NA,Toronto,Mixed Adult,Emergency,55,NA,NA,Shelter
2022-01-04,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-01-04,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-01-04,54,NA,Scarborough,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-01-04,NA,228,Toronto,Mixed Adult,Emergency,258,100,228,Motel/Hotel Shelter
2022-01-04,NA,247,Scarborough,Mixed Adult,Emergency,284,99.6,248,Motel/Hotel Shelter
2022-01-04,2,NA,Toronto,Mixed Adult,Emergency,2,NA,NA,Warming Centre
2022-01-04,174,NA,Toronto,Mixed Adult,Emergency,174,NA,NA,24-Hour Respite Site
2022-01-04,30,NA,Toronto,Mixed Adult,Emergency,30,NA,NA,Shelter
2022-01-04,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-01-04,90,NA,North York,Men,Emergency,90,NA,NA,Shelter
2022-01-04,34,NA,North York,Women,Emergency,34,NA,NA,Shelter
2022-01-04,1,NA,Toronto,Mixed Adult,Emergency,1,NA,NA,Shelter
2022-01-04,63,NA,Toronto,Mixed Adult,Transitional,63,NA,NA,Shelter
2022-01-04,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-01-04,NA,31,Scarborough,Youth,Emergency,31,100,31,Motel/Hotel Shelter
2022-01-04,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-01-04,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-01-04,34,NA,Toronto,Men,Emergency,34,NA,NA,Shelter
2022-01-04,13,NA,Toronto,Men,Transitional,13,NA,NA,Shelter
2022-01-04,7,NA,Toronto,Youth,Emergency,7,NA,NA,Shelter
2022-01-04,NA,9,Toronto,Youth,Emergency,9,64.29,14,Motel/Hotel Shelter
2022-01-04,18,NA,Toronto,Women,Emergency,18,NA,NA,24-Hour Women's Drop-in
2022-01-04,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-01-04,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-01-04,22,NA,Toronto,Women,Emergency,22,NA,NA,Shelter
2022-01-04,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-04,13,NA,Toronto,Mixed Adult,Emergency,13,NA,NA,24-Hour Respite Site
2022-01-04,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-01-04,NA,30,Toronto,Men,Emergency,30,100,30,Motel/Hotel Shelter
2022-01-04,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-01-04,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-01-04,NA,61,Toronto,Families,Transitional,216,96.83,63,Shelter
2022-01-04,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-01-04,NA,22,Toronto,Families,Transitional,63,95.65,23,Shelter
2022-01-04,48,NA,Toronto,Women,Emergency,48,NA,NA,Shelter
2022-01-04,NA,71,North York,Women,Emergency,71,97.26,73,Motel/Hotel Shelter
2022-01-04,51,NA,Toronto,Men,Emergency,51,NA,NA,Shelter
2022-01-04,NA,125,Scarborough,Men,Emergency,125,100,125,Motel/Hotel Shelter
2022-01-04,219,NA,Toronto,Men,Emergency,219,NA,NA,Shelter
2022-01-04,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-01-04,NA,73,North York,Men,Emergency,73,100,73,Motel/Hotel Shelter
2022-01-04,35,NA,Toronto,Men,Emergency,35,NA,NA,Shelter
2022-01-04,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-01-04,40,NA,,Men,Emergency,40,NA,NA,Shelter
2022-01-04,NA,3,Toronto,Families,Emergency,10,100,3,Shelter
2022-01-04,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-01-04,13,NA,Toronto,Youth,Emergency,13,NA,NA,Shelter
2022-01-04,24,NA,Toronto,Mixed Adult,Emergency,24,NA,NA,24-Hour Respite Site
2022-01-04,3,NA,,Women,Emergency,3,NA,NA,Shelter
2022-01-04,NA,21,Toronto,Families,Emergency,69,91.3,23,Shelter
2022-01-04,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-01-04,NA,26,Toronto,Youth,Emergency,26,92.86,28,Motel/Hotel Shelter
2022-01-04,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-01-04,25,NA,Toronto,Women,Emergency,25,NA,NA,Shelter
2022-01-04,21,NA,Toronto,Youth,Emergency,21,NA,NA,Shelter
2022-01-04,18,NA,Toronto,Women,Emergency,18,NA,NA,Shelter
2022-01-04,6,NA,Toronto,Youth,Emergency,6,NA,NA,Shelter
2022-01-04,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-01-04,13,NA,Etobicoke,Youth,Transitional,13,NA,NA,Shelter
2022-01-04,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-01-04,29,NA,Scarborough,Youth,Transitional,29,NA,NA,Shelter
2022-01-05,NA,49,North York,Men,Emergency,50,100,49,Motel/Hotel Shelter
2022-01-05,NA,10,North York,Mixed Adult,Emergency,20,100,10,Motel/Hotel Shelter
2022-01-05,NA,16,North York,Women,Emergency,16,94.12,17,Motel/Hotel Shelter
2022-01-05,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-01-05,NA,97,North York,Families,Emergency,270,100,97,Motel/Hotel Shelter
2022-01-05,NA,105,North York,Families,Emergency,332,100,105,Motel/Hotel Shelter
2022-01-05,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-01-05,NA,143,Etobicoke,Mixed Adult,Emergency,147,100,143,Motel/Hotel Shelter
2022-01-05,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-01-05,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-01-05,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-01-05,NA,21,Toronto,Families,Emergency,57,100,21,Shelter
2022-01-05,NA,63,Toronto,Families,Emergency,214,100,63,Shelter
2022-01-05,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-01-05,NA,76,North York,Mixed Adult,Emergency,76,100,76,Motel/Hotel Shelter
2022-01-05,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-01-05,NA,68,Toronto,Mixed Adult,Emergency,124,98.55,69,Motel/Hotel Shelter
2022-01-05,NA,99,Scarborough,Women,Emergency,99,99,100,Motel/Hotel Shelter
2022-01-05,NA,43,Toronto,Families,Emergency,155,100,43,Shelter
2022-01-05,2,NA,Toronto,Families,Emergency,2,NA,NA,Shelter
2022-01-05,NA,40,Toronto,Families,Emergency,115,100,40,Motel/Hotel Shelter
2022-01-05,NA,5,Toronto,Families,Emergency,5,100,5,Motel/Hotel Shelter
2022-01-05,NA,19,Toronto,Families,Emergency,42,100,19,Motel/Hotel Shelter
2022-01-05,34,NA,Toronto,Men,Transitional,34,NA,NA,Shelter
2022-01-05,NA,59,Vaughan,Mixed Adult,Emergency,63,88.06,67,Motel/Hotel Shelter
2022-01-05,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-01-05,NA,32,Toronto,Families,Emergency,85,100,32,Shelter
2022-01-05,NA,61,,Mixed Adult,Emergency,68,85.92,71,Motel/Hotel Shelter
2022-01-05,NA,13,,Mixed Adult,Emergency,13,48.15,27,Isolation/Recovery Site
2022-01-05,NA,45,,Mixed Adult,Emergency,51,83.33,54,Isolation/Recovery Site
2022-01-05,NA,22,Scarborough,Mixed Adult,Emergency,43,100,22,Motel/Hotel Shelter
2022-01-05,76,NA,Toronto,Mixed Adult,Transitional,76,NA,NA,Shelter
2022-01-05,46,NA,Toronto,Men,Emergency,46,NA,NA,Shelter
2022-01-05,43,NA,Toronto,Men,Emergency,43,NA,NA,Shelter
2022-01-05,70,NA,Toronto,Men,Emergency,70,NA,NA,Shelter
2022-01-05,48,NA,Toronto,Men,Emergency,48,NA,NA,Shelter
2022-01-05,17,NA,Toronto,Men,Transitional,17,NA,NA,Shelter
2022-01-05,11,NA,Toronto,Men,Emergency,11,NA,NA,Shelter
2022-01-05,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-01-05,12,NA,Toronto,Mixed Adult,Emergency,12,NA,NA,Warming Centre
2022-01-05,13,NA,Toronto,Mixed Adult,Transitional,13,NA,NA,Shelter
2022-01-05,NA,59,Toronto,Mixed Adult,Emergency,65,90.77,65,Motel/Hotel Shelter
2022-01-05,4,NA,Toronto,Women,Emergency,4,NA,NA,Shelter
2022-01-05,73,NA,Toronto,Women,Emergency,73,NA,NA,Shelter
2022-01-05,21,NA,Toronto,Men,Emergency,21,NA,NA,Shelter
2022-01-05,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-01-05,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-01-05,31,NA,Toronto,Youth,Emergency,31,NA,NA,Shelter
2022-01-05,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-01-05,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-01-05,48,NA,Scarborough,Mixed Adult,Emergency,48,NA,NA,24-Hour Respite Site
2022-01-05,NA,223,Toronto,Mixed Adult,Emergency,240,96.54,231,Motel/Hotel Shelter
2022-01-05,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-01-05,NA,88,Toronto,Mixed Adult,Emergency,88,97.78,90,Motel/Hotel Shelter
2022-01-05,NA,47,Toronto,Mixed Adult,Emergency,49,100,47,Motel/Hotel Shelter
2022-01-05,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-01-05,40,NA,Toronto,Youth,Transitional,40,NA,NA,Shelter
2022-01-05,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-01-05,NA,39,Toronto,Youth,Emergency,39,97.5,40,Motel/Hotel Shelter
2022-01-05,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-01-05,10,NA,Toronto,Mixed Adult,Transitional,10,NA,NA,Shelter
2022-01-05,34,NA,Toronto,Women,Transitional,34,NA,NA,Shelter
2022-01-05,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-05,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-01-05,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-01-05,52,NA,Toronto,Mixed Adult,Emergency,52,NA,NA,Shelter
2022-01-05,NA,266,North York,Mixed Adult,Emergency,275,100,266,Motel/Hotel Shelter
2022-01-05,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-01-05,3,NA,Toronto,Youth,Emergency,3,NA,NA,Shelter
2022-01-05,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-01-05,23,NA,Toronto,Men,Transitional,23,NA,NA,Shelter
2022-01-05,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-01-05,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-01-05,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-01-05,50,NA,Toronto,Women,Emergency,50,NA,NA,Shelter
2022-01-05,NA,91,Toronto,Mixed Adult,Emergency,100,100,91,Motel/Hotel Shelter
2022-01-05,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-01-05,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-01-05,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-01-05,53,NA,Scarborough,Mixed Adult,Emergency,53,NA,NA,Shelter
2022-01-05,NA,227,Toronto,Mixed Adult,Emergency,256,100,227,Motel/Hotel Shelter
2022-01-05,NA,247,Scarborough,Mixed Adult,Emergency,284,100,247,Motel/Hotel Shelter
2022-01-05,174,NA,Toronto,Mixed Adult,Emergency,174,NA,NA,24-Hour Respite Site
2022-01-05,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,Shelter
2022-01-05,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-01-05,90,NA,North York,Men,Emergency,90,NA,NA,Shelter
2022-01-05,34,NA,North York,Women,Emergency,34,NA,NA,Shelter
2022-01-05,1,NA,Toronto,Mixed Adult,Emergency,1,NA,NA,Shelter
2022-01-05,63,NA,Toronto,Mixed Adult,Transitional,63,NA,NA,Shelter
2022-01-05,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-01-05,NA,32,Scarborough,Youth,Emergency,32,100,32,Motel/Hotel Shelter
2022-01-05,14,NA,Toronto,Youth,Emergency,14,NA,NA,Shelter
2022-01-05,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-01-05,35,NA,Toronto,Men,Emergency,35,NA,NA,Shelter
2022-01-05,13,NA,Toronto,Men,Transitional,13,NA,NA,Shelter
2022-01-05,7,NA,Toronto,Youth,Emergency,7,NA,NA,Shelter
2022-01-05,NA,9,Toronto,Youth,Emergency,9,64.29,14,Motel/Hotel Shelter
2022-01-05,18,NA,Toronto,Women,Emergency,18,NA,NA,24-Hour Women's Drop-in
2022-01-05,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-01-05,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-01-05,22,NA,Toronto,Women,Emergency,22,NA,NA,Shelter
2022-01-05,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-01-05,12,NA,Toronto,Mixed Adult,Emergency,12,NA,NA,24-Hour Respite Site
2022-01-05,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-01-05,NA,30,Toronto,Men,Emergency,30,100,30,Motel/Hotel Shelter
2022-01-05,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-01-05,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-01-05,NA,61,Toronto,Families,Transitional,215,96.83,63,Shelter
2022-01-05,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-01-05,NA,21,Toronto,Families,Transitional,61,91.3,23,Shelter
2022-01-05,47,NA,Toronto,Women,Emergency,47,NA,NA,Shelter
2022-01-05,NA,71,North York,Women,Emergency,71,97.26,73,Motel/Hotel Shelter
2022-01-05,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
